consecutivo;E_Org1;E_Org2;E_Org3;E_Org4;E_Org5;E_Org6;Total_Org;Func_7;Func_8;Func_9;Func_10;Total_Func;IntPE_11;IntPE_12;IntPE_13;IntPE_14;IntPE_15;IntPE_16;IntPE_17;IntPE_18;IntPE_19;Total_IntPE;Met_20;Met_21;Met_22;Met_23;Met_24;Total_Met;Eval_25;Eval_26;Eval_27;Total_Eval;IntP_28;IntP_29;IntP_30;IntP_31;IntP_32;IntP_33;Total_IntP;IntExt_34;IntExt_35;IntExt_36;Total_Ext;Sat_37;Sat_38;Sat_39;Sat_40;Sat_41;Total_Sat;P_Sex;P_Edad;P_GrAcad;P_ExpDOC;P_CondLab;P_OtroTrab;P_AsistReg;P_ImAntes;P_Nveces;P_E_Org1;P_E_Org2;P_E_Org3;P_E_Org4;P_E_Org5;P_E_Org6;P_Func_7;P_Func_8;P_Func_9;P_Func_10;P_IntPE_11;P_IntPE_12;P_IntPE_13;P_IntPE_14;P_IntPE_15;P_IntPE_16;P_IntPE_17;P_IntPE_18;P_IntPE_19;P_Met_20;P_Met_21;P_Met_22;P_Met_23;P_Met_24;P_Eval_25;P_Eval_26;P_Eval_27;P_IntP_28;P_IntP_29;P_IntP_30;P_IntP_31;P_IntP_32;P_IntP_33;P_IntExt_34;P_IntExt_35;P_IntExt_36;P_Sat_37;P_Sat_38;P_Sat_39;P_Sat_40;P_Sat_41;;;;;;;;;;;;;;;;
174;4;4;3;3;2;4;20;3;4;3;3;13;4;1;3;4;4;4;4;1;3;28;2;3;2;4;4;15;4;4;3;11;4;4;4;3;4;4;23;4;4;4;12;3;3;3;4;4;17;0;40;1;20;1;1;19;1;10;4;3;4;3;2;3;3;3;3;3;4;4;3;3;3;4;4;3;4;3;4;2;2;4;2;2;3;4;4;4;4;4;4;1;2;2;3;3;3;4;3;;;;;;;;;;;;;;;;
175;4;4;3;3;2;4;20;3;4;3;3;13;4;3;3;3;3;3;4;3;4;30;3;3;4;2;4;16;4;3;2;9;3;2;2;2;2;3;14;3;4;4;11;3;3;3;4;4;17;0;40;1;20;1;1;19;1;10;4;3;4;3;2;3;3;3;3;3;4;4;3;3;3;4;4;3;4;3;4;2;2;4;2;2;3;4;4;4;4;4;4;1;2;2;3;3;3;4;3;;;;;;;;;;;;;;;;
176;3;4;3;3;2;3;18;3;3;3;2;11;3;3;3;3;3;4;3;3;3;28;3;3;3;3;3;15;3;3;3;9;3;3;3;2;3;3;17;3;2;3;8;2;2;3;3;3;13;0;40;1;20;1;1;19;1;10;4;3;4;3;2;3;3;3;3;3;4;4;3;3;3;4;4;3;4;3;4;2;2;4;2;2;3;4;4;4;4;4;4;1;2;2;3;3;3;4;3;;;;;;;;;;;;;;;;
177;3;4;3;3;3;2;18;3;3;3;3;12;3;3;4;4;4;4;4;4;4;34;4;3;3;3;3;16;4;3;4;11;4;4;3;3;3;3;20;4;3;3;10;3;3;3;4;4;17;0;40;1;20;1;1;19;1;10;4;3;4;3;2;3;3;3;3;3;4;4;3;3;3;4;4;3;4;3;4;2;2;4;2;2;3;4;4;4;4;4;4;1;2;2;3;3;3;4;3;;;;;;;;;;;;;;;;
178;4;4;2;2;2;2;16;3;2;3;3;11;2;4;2;3;3;4;4;3;4;29;4;3;4;3;3;17;4;2;2;8;4;4;4;3;4;4;23;4;4;4;12;4;4;3;3;4;18;0;40;1;20;1;1;19;1;10;4;3;4;3;2;3;3;3;3;3;4;4;3;3;3;4;4;3;4;3;4;2;2;4;2;2;3;4;4;4;4;4;4;1;2;2;3;3;3;4;3;;;;;;;;;;;;;;;;
179;3;4;3;3;4;3;20;2;2;3;2;9;3;2;2;2;1;1;1;1;1;14;1;1;2;2;2;8;2;2;2;6;3;3;3;3;3;3;18;3;3;3;9;3;3;3;2;3;14;0;40;2;17;2;0;15;1;5;3;3;3;2;2;2;1;2;3;2;3;3;3;3;3;3;3;3;3;3;3;2;2;3;2;1;2;3;4;4;4;3;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;
180;4;4;3;3;2;1;17;3;4;4;3;14;4;4;3;3;2;3;4;4;4;31;4;4;4;3;3;18;4;4;3;11;4;4;4;3;4;4;23;3;4;4;11;3;2;3;4;4;16;0;40;2;17;2;0;15;1;5;3;3;3;2;2;2;1;2;3;2;3;3;3;3;3;3;3;3;3;3;3;2;2;3;2;1;2;3;4;4;4;3;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;
181;4;4;4;3;4;3;22;3;3;3;3;12;2;4;3;3;3;3;3;4;4;29;4;4;4;4;4;20;3;3;2;8;3;3;3;3;3;3;18;3;3;3;9;3;3;3;3;4;16;0;40;2;17;2;0;15;1;5;3;3;3;2;2;2;1;2;3;2;3;3;3;3;3;3;3;3;3;3;3;2;2;3;2;1;2;3;4;4;4;3;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;
182;4;4;2;3;2;3;18;2;3;3;3;11;4;4;4;4;3;2;4;3;3;31;4;4;4;4;4;20;4;3;3;10;4;4;4;4;4;4;24;2;3;3;8;2;3;3;4;4;16;0;40;2;17;2;0;15;1;5;3;3;3;2;2;2;1;2;3;2;3;3;3;3;3;3;3;3;3;3;3;2;2;3;2;1;2;3;4;4;4;3;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;
183;3;3;2;2;1;1;12;1;1;1;1;4;3;3;3;2;2;3;4;3;4;27;4;4;4;4;4;20;2;3;2;7;4;4;3;4;4;4;23;4;4;4;12;4;3;4;4;4;19;0;40;2;17;2;0;15;1;5;3;3;3;2;2;2;1;2;3;2;3;3;3;3;3;3;3;3;3;3;3;2;2;3;2;1;2;3;4;4;4;3;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;
184;3;3;3;3;2;3;17;2;3;3;3;11;3;3;3;3;2;3;3;2;3;25;3;NA;3;2;3;11;2;3;3;8;3;3;3;3;3;2;17;3;3;4;10;3;3;3;3;4;16;0;40;2;17;2;0;15;1;5;3;3;3;2;2;2;1;2;3;2;3;3;3;3;3;3;3;3;3;3;3;2;2;3;2;1;2;3;4;4;4;3;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;
185;2;2;2;3;2;3;14;3;3;4;3;13;2;2;3;3;3;2;4;3;3;25;3;4;4;4;3;18;3;2;2;7;4;4;4;3;3;3;21;3;3;3;9;2;2;3;1;3;11;0;40;2;17;2;0;15;1;5;3;3;3;2;2;2;1;2;3;2;3;3;3;3;3;3;3;3;3;3;3;2;2;3;2;1;2;3;4;4;4;3;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;
186;4;4;2;3;2;3;18;4;3;2;2;11;3;2;2;1;2;3;4;2;3;22;2;3;3;3;3;14;3;NA;2;5;4;4;4;4;4;4;24;3;3;3;9;3;3;3;3;2;14;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;3;NA;4;3;2;4;4;NA;NA;NA;3;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
187;4;4;4;4;3;3;22;3;4;3;3;13;3;4;4;4;4;4;4;4;4;35;4;4;4;4;4;20;4;4;4;12;4;4;4;4;4;4;24;4;4;4;12;4;4;4;4;4;20;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;4;NA;4;3;2;4;4;NA;NA;NA;4;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
188;3;3;3;4;2;2;17;3;2;3;1;9;3;3;3;2;2;2;4;2;3;24;3;3;3;4;4;17;3;3;3;9;2;2;2;3;3;2;14;2;3;3;8;2;3;3;3;3;14;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;6;NA;4;3;2;4;4;NA;NA;NA;6;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
189;3;3;3;4;3;3;19;3;3;3;3;12;3;3;3;3;3;3;4;4;4;30;3;3;3;3;3;15;3;3;3;9;3;3;3;3;3;3;18;3;2;3;8;3;3;3;3;3;15;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;7;NA;4;3;2;4;4;NA;NA;NA;7;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
190;4;4;4;3;3;3;21;3;3;3;3;12;3;4;4;4;4;3;4;4;4;34;4;4;4;4;4;20;4;4;3;11;4;4;3;4;3;2;20;3;3;3;9;4;4;4;4;4;20;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;8;NA;4;3;2;4;4;NA;NA;NA;8;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
191;3;4;3;2;2;3;17;3;3;3;2;11;2;4;4;3;3;3;4;4;4;31;4;4;4;4;4;20;2;3;3;8;3;4;4;4;4;4;23;3;3;3;9;3;3;3;1;4;14;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;9;NA;4;3;2;4;4;NA;NA;NA;9;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
192;3;4;2;3;3;3;18;2;3;3;3;11;3;3;4;4;4;2;4;3;3;30;3;3;3;4;3;16;3;3;3;9;3;3;2;3;3;3;17;3;3;2;8;2;3;3;3;3;14;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;10;NA;4;3;2;4;4;NA;NA;NA;10;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
193;4;4;3;3;4;3;21;2;3;NA;NA;5;3;4;4;4;4;4;4;4;4;35;4;NA;4;4;4;16;4;4;4;12;4;4;NA;NA;NA;4;12;NA;NA;NA;0;3;3;3;4;4;17;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;11;NA;4;3;2;4;4;NA;NA;NA;11;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
194;4;4;2;4;4;4;22;4;4;3;4;15;4;3;2;3;3;4;4;2;3;28;3;4;3;3;3;16;2;3;2;7;4;4;4;4;4;4;24;4;4;3;11;1;3;2;4;4;14;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;12;NA;4;3;2;4;4;NA;NA;NA;12;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
195;3;3;2;3;4;3;18;4;3;4;4;15;4;4;4;4;4;4;4;4;4;36;4;4;4;4;4;20;4;4;3;11;4;4;4;3;4;4;23;4;3;3;10;3;3;3;4;4;17;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;13;NA;4;3;2;4;4;NA;NA;NA;13;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
196;3;3;3;2;3;3;17;3;2;3;3;11;4;4;4;4;2;2;4;4;3;31;3;3;3;3;3;15;4;4;3;11;4;3;3;3;3;3;19;3;4;4;11;4;3;3;3;3;16;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;14;NA;4;3;2;4;4;NA;NA;NA;14;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
197;3;4;3;3;3;4;20;3;3;3;4;13;4;4;4;4;4;4;4;4;4;36;4;4;4;4;4;20;4;4;2;10;3;4;4;4;4;4;23;3;3;3;9;4;4;4;4;4;20;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;15;NA;4;3;2;4;4;NA;NA;NA;15;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
198;3;4;3;4;3;3;20;3;3;2;3;11;3;4;4;4;4;4;4;4;4;35;4;4;4;4;4;20;4;4;4;12;3;4;4;4;4;4;23;4;3;3;10;3;3;3;3;4;16;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;16;NA;4;3;2;4;4;NA;NA;NA;16;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
199;4;4;4;4;3;3;22;3;3;3;3;12;4;4;4;4;4;4;4;4;4;36;4;3;4;4;4;19;4;4;3;11;3;4;4;3;3;3;20;4;3;3;10;4;4;4;4;4;20;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;17;NA;4;3;2;4;4;NA;NA;NA;17;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
200;4;4;3;3;3;3;20;3;4;3;4;14;3;4;4;3;3;3;4;3;4;31;3;4;3;4;4;18;3;2;3;8;3;3;3;3;3;3;18;4;3;4;11;3;3;3;4;4;17;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;18;NA;4;3;2;4;4;NA;NA;NA;18;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
201;3;3;3;3;2;3;17;2;1;1;2;6;3;4;4;4;4;4;4;4;4;35;4;4;4;4;4;20;4;4;4;12;4;4;4;3;3;3;21;2;4;4;10;3;3;3;3;3;15;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;19;NA;4;3;2;4;4;NA;NA;NA;19;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
202;4;4;3;3;4;3;21;3;3;4;4;14;4;4;4;4;4;4;4;4;4;36;4;4;4;4;4;20;4;4;4;12;4;4;4;4;4;4;24;4;2;3;9;3;3;4;4;4;18;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;20;NA;4;3;2;4;4;NA;NA;NA;20;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
203;3;3;2;2;1;3;14;2;2;3;3;10;3;3;4;4;4;3;4;3;3;31;3;3;3;3;3;15;3;4;3;10;3;3;3;2;3;3;17;2;2;3;7;1;2;3;1;3;10;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;21;NA;4;3;2;4;4;NA;NA;NA;21;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
204;4;4;4;4;3;3;22;3;3;3;3;12;4;4;4;4;3;4;3;3;4;33;4;4;3;4;4;19;4;4;3;11;3;3;3;3;3;4;19;4;4;4;12;4;4;3;3;3;17;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;22;NA;4;3;2;4;4;NA;NA;NA;22;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
205;3;4;4;4;4;4;23;4;4;3;4;15;3;4;4;4;4;4;4;4;4;35;4;4;4;4;4;20;4;4;4;12;4;4;4;4;4;4;24;4;4;4;12;4;4;4;4;4;20;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;23;NA;4;3;2;4;4;NA;NA;NA;23;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
206;3;4;2;3;2;3;17;3;3;2;3;11;2;3;3;3;3;4;4;3;4;29;4;3;3;3;4;17;4;3;3;10;4;4;4;3;4;4;23;3;3;4;10;3;3;3;2;3;14;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;24;NA;4;3;2;4;4;NA;NA;NA;24;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
207;4;4;1;3;3;2;17;4;2;2;3;11;3;2;4;3;4;4;4;3;3;30;3;1;1;4;4;13;4;3;3;10;3;3;3;2;1;2;14;3;3;3;9;4;2;3;3;4;16;1;41;2;11;2;1;15;1;10;4;4;4;3;3;2;2;3;3;3;1;4;4;3;3;4;4;3;4;4;4;4;4;4;2;2;4;4;4;4;4;4;4;1;1;1;2;2;2;3;2;;;;;;;;;;;;;;;;
208;4;4;4;2;2;1;17;2;2;2;2;8;3;4;4;3;3;4;4;3;4;32;4;3;4;3;3;17;3;3;2;8;3;3;3;2;3;3;17;2;2;2;6;2;1;2;2;4;11;1;41;2;11;2;1;15;1;10;4;4;4;3;3;2;2;3;3;3;1;4;4;3;3;4;4;3;4;4;4;4;4;4;2;2;4;4;4;4;4;4;4;1;1;1;2;2;2;3;2;;;;;;;;;;;;;;;;
209;3;3;3;4;2;3;18;2;2;3;3;10;3;3;3;3;3;3;4;3;4;29;4;3;4;2;3;16;4;4;4;12;2;3;3;3;3;3;17;3;4;4;11;3;3;4;3;4;17;1;41;2;11;2;1;15;1;10;4;4;4;3;3;2;2;3;3;3;1;4;4;3;3;4;4;3;4;4;4;4;4;4;2;2;4;4;4;4;4;4;4;1;1;1;2;2;2;3;2;;;;;;;;;;;;;;;;
210;3;4;3;3;2;1;16;3;2;3;3;11;3;4;4;4;4;3;4;4;4;34;4;4;4;4;4;20;4;4;4;12;4;4;4;4;3;3;22;3;3;3;9;3;3;3;3;4;16;1;41;2;11;2;1;15;1;10;4;4;4;3;3;2;2;3;3;3;1;4;4;3;3;4;4;3;4;4;4;4;4;4;2;2;4;4;4;4;4;4;4;1;1;1;2;2;2;3;2;;;;;;;;;;;;;;;;
211;2;3;2;3;3;3;16;3;3;3;3;12;3;3;3;3;3;3;3;3;3;27;3;2;3;3;3;14;3;3;4;10;2;3;3;3;3;3;17;2;2;2;6;3;2;2;3;3;13;1;41;2;11;2;1;15;1;10;4;4;4;3;3;2;2;3;3;3;1;4;4;3;3;4;4;3;4;4;4;4;4;4;2;2;4;4;4;4;4;4;4;1;1;1;2;2;2;3;2;;;;;;;;;;;;;;;;
212;4;3;4;4;3;3;21;4;4;4;4;16;3;3;4;4;4;4;4;4;4;34;4;4;4;4;4;20;4;4;4;12;4;4;4;4;4;4;24;4;4;4;12;3;4;4;4;4;19;1;41;2;11;2;1;15;1;10;4;4;4;3;3;2;2;3;3;3;1;4;4;3;3;4;4;3;4;4;4;4;4;4;2;2;4;4;4;4;4;4;4;1;1;1;2;2;2;3;2;;;;;;;;;;;;;;;;
213;4;4;4;4;4;3;23;3;4;4;3;14;4;4;4;4;4;4;4;4;4;36;4;4;4;4;4;20;4;4;4;12;4;4;4;4;4;4;24;4;4;4;12;4;4;4;4;4;20;1;41;2;11;2;1;15;1;10;4;4;4;3;3;2;2;3;3;3;1;4;4;3;3;4;4;3;4;4;4;4;4;4;2;2;4;4;4;4;4;4;4;1;1;1;2;2;2;3;2;;;;;;;;;;;;;;;;
214;3;4;4;4;4;3;22;3;3;3;3;12;4;3;4;4;3;2;4;4;4;32;4;4;3;3;3;17;4;4;3;11;3;3;3;3;2;3;17;4;3;3;10;3;4;3;2;4;16;1;41;2;11;2;1;15;1;10;4;4;4;3;3;2;2;3;3;3;1;4;4;3;3;4;4;3;4;4;4;4;4;4;2;2;4;4;4;4;4;4;4;1;1;1;2;2;2;3;2;;;;;;;;;;;;;;;;
215;2;4;3;4;3;3;19;3;3;3;3;12;3;4;3;3;3;3;4;4;4;31;4;4;4;4;4;20;4;4;4;12;3;4;3;3;4;3;20;3;3;3;9;2;2;2;3;3;12;1;41;2;11;2;1;15;1;10;4;4;4;3;3;2;2;3;3;3;1;4;4;3;3;4;4;3;4;4;4;4;4;4;2;2;4;4;4;4;4;4;4;1;1;1;2;2;2;3;2;;;;;;;;;;;;;;;;
216;2;3;2;2;3;1;13;2;2;3;2;9;4;4;4;4;4;3;4;4;4;35;4;4;4;4;4;20;4;4;2;10;4;3;4;4;4;4;23;2;3;2;7;1;2;2;2;3;10;1;35;2;8;1;0;25;1;NA;3;3;4;4;4;3;2;4;NA;4;4;4;4;3;3;4;4;2;4;4;4;2;1;4;2;2;4;4;4;3;4;4;3;4;4;4;2;3;3;4;3;;;;;;;;;;;;;;;;
217;4;4;2;2;1;2;15;2;1;1;1;5;2;1;1;2;1;3;3;1;2;16;2;3;4;4;4;17;2;1;3;6;2;2;3;4;3;3;17;4;4;4;12;4;3;4;3;3;17;1;35;2;8;1;0;25;1;NA;3;3;4;4;4;3;2;4;NA;4;4;4;4;3;3;4;4;2;4;4;4;2;1;4;2;2;4;4;4;3;4;4;3;4;4;4;2;3;3;4;3;;;;;;;;;;;;;;;;
218;3;4;3;3;2;2;17;2;3;3;3;11;3;3;3;3;3;3;3;3;4;28;3;3;3;3;3;15;3;3;3;9;3;3;3;3;3;3;18;3;3;3;9;3;3;3;3;3;15;1;35;2;8;1;0;25;1;NA;3;3;4;4;4;3;2;4;NA;4;4;4;4;3;3;4;4;2;4;4;4;2;1;4;2;2;4;4;4;3;4;4;3;4;4;4;2;3;3;4;3;;;;;;;;;;;;;;;;
219;4;4;3;3;2;3;19;3;3;3;3;12;2;3;3;3;3;3;4;3;4;28;4;3;4;4;3;18;3;3;3;9;4;3;3;3;4;4;21;2;2;3;7;3;3;3;4;3;16;1;35;2;8;1;0;25;1;NA;3;3;4;4;4;3;2;4;NA;4;4;4;4;3;3;4;4;2;4;4;4;2;1;4;2;2;4;4;4;3;4;4;3;4;4;4;2;3;3;4;3;;;;;;;;;;;;;;;;
220;4;4;3;4;2;3;20;4;NA;3;3;10;4;4;3;3;2;3;4;4;4;31;4;4;4;4;3;19;3;4;3;10;4;3;3;3;3;3;19;3;4;3;10;4;3;3;4;4;18;1;35;2;8;1;0;25;1;NA;3;3;4;4;4;3;2;4;NA;4;4;4;4;3;3;4;4;2;4;4;4;2;1;4;2;2;4;4;4;3;4;4;3;4;4;4;2;3;3;4;3;;;;;;;;;;;;;;;;
221;3;3;3;3;3;3;18;2;2;2;3;9;3;3;3;3;3;3;3;3;3;27;3;3;3;3;3;15;3;3;3;9;3;3;3;3;3;3;18;3;3;3;9;3;3;3;3;3;15;1;35;2;8;1;0;25;1;NA;3;3;4;4;4;3;2;4;NA;4;4;4;4;3;3;4;4;2;4;4;4;2;1;4;2;2;4;4;4;3;4;4;3;4;4;4;2;3;3;4;3;;;;;;;;;;;;;;;;
222;3;3;2;2;1;2;13;2;3;4;2;11;4;4;3;3;3;4;4;4;4;33;4;4;4;4;4;20;4;NA;2;6;3;3;3;4;4;3;20;1;3;3;7;2;2;2;1;3;10;1;35;2;8;1;0;25;1;NA;3;3;4;4;4;3;2;4;NA;4;4;4;4;3;3;4;4;2;4;4;4;2;1;4;2;2;4;4;4;3;4;4;3;4;4;4;2;3;3;4;3;;;;;;;;;;;;;;;;
223;3;4;3;3;3;3;19;3;3;3;3;12;3;3;3;3;3;4;3;3;3;28;2;3;3;3;3;14;3;3;3;9;3;2;3;3;3;3;17;3;3;3;9;3;3;3;3;3;15;1;35;2;8;1;0;25;1;NA;3;3;4;4;4;3;2;4;NA;4;4;4;4;3;3;4;4;2;4;4;4;2;1;4;2;2;4;4;4;3;4;4;3;4;4;4;2;3;3;4;3;;;;;;;;;;;;;;;;
224;1;4;3;1;1;2;12;2;2;2;2;8;3;3;2;1;1;3;4;3;4;24;4;3;3;3;3;16;4;3;3;10;2;2;2;2;1;3;12;1;2;2;5;1;1;1;1;2;6;1;35;2;8;1;0;25;1;NA;3;3;4;4;4;3;2;4;NA;4;4;4;4;3;3;4;4;2;4;4;4;2;1;4;2;2;4;4;4;3;4;4;3;4;4;4;2;3;3;4;3;;;;;;;;;;;;;;;;
225;3;4;3;3;2;2;17;3;3;3;3;12;3;3;3;3;3;3;4;3;3;28;4;4;4;4;4;20;4;4;3;11;2;2;2;2;3;3;14;3;4;3;10;3;3;3;4;4;17;1;35;2;8;1;0;25;1;NA;3;3;4;4;4;3;2;4;NA;4;4;4;4;3;3;4;4;2;4;4;4;2;1;4;2;2;4;4;4;3;4;4;3;4;4;4;2;3;3;4;3;;;;;;;;;;;;;;;;
226;3;4;3;4;2;3;19;3;2;3;3;11;4;3;3;2;3;3;4;3;2;27;3;4;4;4;4;19;4;2;2;8;4;4;4;2;4;4;22;4;4;3;11;4;4;4;2;4;18;1;35;2;8;1;0;25;1;NA;3;3;4;4;4;3;2;4;NA;4;4;4;4;3;3;4;4;2;4;4;4;2;1;4;2;2;4;4;4;3;4;4;3;4;4;4;2;3;3;4;3;;;;;;;;;;;;;;;;
227;4;4;3;3;3;3;20;4;4;3;3;14;3;3;4;4;4;3;4;4;4;33;4;3;4;3;3;17;4;3;3;10;3;3;4;3;4;2;19;2;3;3;8;3;3;4;3;4;17;1;35;2;8;1;0;25;1;NA;3;3;4;4;4;3;2;4;NA;4;4;4;4;3;3;4;4;2;4;4;4;2;1;4;2;2;4;4;4;3;4;4;3;4;4;4;2;3;3;4;3;;;;;;;;;;;;;;;;
228;4;4;4;3;3;4;22;3;3;3;3;12;3;4;3;3;3;4;4;3;4;31;4;4;4;4;4;20;3;4;3;10;4;4;4;4;4;4;24;3;4;4;11;3;3;3;4;4;17;1;35;2;8;1;0;25;1;NA;3;3;4;4;4;3;2;4;NA;4;4;4;4;3;3;4;4;2;4;4;4;2;1;4;2;2;4;4;4;3;4;4;3;4;4;4;2;3;3;4;3;;;;;;;;;;;;;;;;
229;3;4;3;3;2;3;18;3;3;2;3;11;3;3;3;3;2;2;4;3;3;26;4;3;4;3;3;17;4;2;2;8;4;4;4;3;4;4;23;3;3;3;9;4;4;3;4;4;19;1;35;2;8;1;0;25;1;NA;3;3;4;4;4;3;2;4;NA;4;4;4;4;3;3;4;4;2;4;4;4;2;1;4;2;2;4;4;4;3;4;4;3;4;4;4;2;3;3;4;3;;;;;;;;;;;;;;;;
230;3;4;3;3;3;3;19;3;3;2;3;11;3;4;3;3;3;3;3;3;4;29;4;3;3;3;3;16;2;3;3;8;3;3;2;2;3;2;15;3;3;3;9;2;2;3;3;3;13;1;35;2;8;1;0;25;1;NA;3;3;4;4;4;3;2;4;NA;4;4;4;4;3;3;4;4;2;4;4;4;2;1;4;2;2;4;4;4;3;4;4;3;4;4;4;2;3;3;4;3;;;;;;;;;;;;;;;;
231;4;4;4;4;4;3;23;3;3;2;3;11;3;3;3;3;3;3;4;3;4;29;4;3;4;4;3;18;3;2;2;7;4;4;3;2;3;3;19;3;3;3;9;3;3;3;4;3;16;1;35;2;8;1;0;25;1;NA;3;3;4;4;4;3;2;4;NA;4;4;4;4;3;3;4;4;2;4;4;4;2;1;4;2;2;4;4;4;3;4;4;3;4;4;4;2;3;3;4;3;;;;;;;;;;;;;;;;
232;4;4;3;3;2;3;19;3;3;3;3;12;4;4;3;3;4;3;4;3;4;32;3;3;4;4;4;18;4;3;3;10;4;4;4;3;4;3;22;2;2;3;7;4;3;4;4;4;19;1;35;2;8;1;0;25;1;NA;3;3;4;4;4;3;2;4;NA;4;4;4;4;3;3;4;4;2;4;4;4;2;1;4;2;2;4;4;4;3;4;4;3;4;4;4;2;3;3;4;3;;;;;;;;;;;;;;;;
233;4;4;3;3;2;3;19;3;3;3;2;11;4;4;4;4;4;4;4;4;4;36;4;4;4;4;4;20;4;4;3;11;4;4;4;3;4;4;23;4;3;3;10;3;4;4;3;4;18;1;35;2;8;1;0;25;1;NA;3;3;4;4;4;3;2;4;NA;4;4;4;4;3;3;4;4;2;4;4;4;2;1;4;2;2;4;4;4;3;4;4;3;4;4;4;2;3;3;4;3;;;;;;;;;;;;;;;;
